Q1_AgeBracket,Q2_HouseholdSize,Q3_DietStyle,Q4_ExerciseFreq,Q5_EcoPriority,Q6_OrdersPerWeek,Q7_OrderWindows,Q8_AvgSpendAED,Q9_TipPct,Q10_DeliveryRadiusKm,Q11_FavCuisines,Q12_SpiceLevel,Q13_AllergyFlag,Q14_PackagingSustainScore,Q15_TraceabilityInterest,Q16_MealConfiguratorUse,Q17_DynamicPricingOpinion,Q18_ZeroWasteSubscription,Q19_LoyaltyPerk,Q20_FreshnessAlertsValue,Q21_GroupCartUsage,Q22_NetPromoterScore,Q23_ChurnIntent
3,5,1,2,4,2,"Lunch,Breakfast",35.06,10.9,9.3,"Thai,Indian,Mediterranean",1,0,3,5,2,2,2,4,4,5,4,5
3,4,3,4,4,3,Lunch,45.05,5.7,7.7,Thai,3,1,5,4,3,2,2,3,4,4,7,5
5,1,6,4,4,1,"Late-night,Dinner",36.03,3.2,5.5,"Mediterranean,Indian,Thai",2,1,4,4,4,3,2,1,3,2,8,2
4,2,1,1,3,1,"Dinner,Late-night",48.11,5.8,5.3,"Japanese,Mexican",1,0,3,3,3,3,0,2,4,4,7,1
3,2,1,1,4,3,"Late-night,Dinner",57.89,5.8,3.0,Mediterranean,2,0,4,3,4,3,2,2,3,3,8,5
5,1,5,4,2,2,"Breakfast,Dinner",46.4,8.5,1.9,"Other,Mediterranean",2,0,3,4,3,3,0,4,3,1,5,3
3,1,2,1,4,3,Late-night,73.65,6.2,3.7,"Mediterranean,Mexican",3,1,4,4,2,4,2,2,3,3,8,3
5,2,5,1,4,4,"Breakfast,Lunch,Late-night",60.6,11.0,6.4,Indian,1,0,4,2,1,5,2,1,1,3,7,5
5,3,2,2,4,2,"Breakfast,Dinner",73.58,7.8,4.0,"Mediterranean,Mexican,Indian",2,0,4,3,4,3,2,2,5,2,6,5
2,4,2,2,5,2,"Lunch,Dinner,Late-night",126.11,8.5,7.0,Japanese,1,0,5,3,3,3,0,4,4,1,3,3
3,2,6,3,3,2,"Lunch,Breakfast",48.86,12.8,5.3,"Indian,Thai,Japanese,Mexican",4,1,3,2,4,4,1,3,3,1,5,3
2,1,1,1,3,3,Late-night,18.92,12.8,7.9,"Thai,Japanese,Mexican",2,1,4,4,3,2,1,4,2,5,5,1
5,1,1,1,2,3,Lunch,58.0,2.9,7.6,"Japanese,Indian",3,0,3,3,4,3,2,4,4,3,6,3
6,1,2,3,4,3,"Dinner,Lunch,Late-night",51.2,9.3,6.0,Japanese,1,1,3,3,2,1,2,4,4,1,10,5
5,2,6,1,2,2,"Dinner,Breakfast,Lunch",21.19,8.7,6.9,"Other,Thai,Indian",3,0,1,1,4,4,0,1,3,4,5,3
5,1,1,1,3,1,"Breakfast,Late-night",84.6,10.7,7.1,"Mexican,Mediterranean",2,0,3,2,4,3,0,1,3,1,7,3
5,3,6,4,1,4,"Dinner,Breakfast,Lunch",97.5,1.7,6.4,Japanese,2,0,1,4,4,1,0,2,2,2,8,2
3,1,1,1,2,3,Breakfast,45.68,8.9,6.9,"Other,Indian,Thai,Mediterranean",2,0,3,4,3,4,1,2,4,4,7,4
5,2,1,1,4,8,"Dinner,Late-night",79.46,10.1,3.8,"Mexican,Thai,Other",2,0,3,3,4,3,1,1,4,3,9,3
5,1,6,3,2,5,Late-night,47.9,10.4,5.9,"Japanese,Other,Indian",3,0,3,4,4,1,0,2,5,2,9,1
5,1,5,4,3,2,"Dinner,Late-night,Breakfast",70.05,14.0,4.2,Japanese,4,0,3,4,3,3,0,3,4,1,6,3
3,3,1,1,1,1,"Late-night,Dinner,Breakfast",33.76,4.9,6.6,"Indian,Mediterranean,Thai,Mexican",2,0,1,3,3,3,2,3,2,1,10,4
5,2,1,1,2,3,"Lunch,Breakfast,Late-night",104.04,7.7,6.5,Indian,2,0,3,3,3,3,1,2,2,4,8,4
5,2,1,1,3,4,Lunch,25.43,15.1,10.4,"Thai,Other,Mexican",2,1,4,2,3,3,0,4,4,1,8,3
4,3,6,2,4,1,"Breakfast,Dinner,Lunch",30.2,13.0,5.4,Mediterranean,3,1,5,3,4,2,0,1,5,3,10,4
3,2,1,2,4,3,Breakfast,75.99,14.8,5.7,"Thai,Mexican,Other",3,0,5,3,2,4,2,1,3,2,5,3
4,3,5,1,3,7,"Breakfast,Lunch",50.15,7.9,8.1,"Thai,Mexican,Other,Indian",4,0,3,3,1,4,0,3,3,1,1,3
3,3,2,2,4,2,"Dinner,Late-night",80.67,7.1,7.0,"Japanese,Mediterranean,Indian",1,1,5,2,3,3,2,4,5,1,8,4
3,3,1,4,4,1,Breakfast,52.91,8.5,4.3,"Mediterranean,Other,Indian",3,0,4,4,2,2,0,4,5,1,5,3
4,3,6,2,3,1,"Late-night,Dinner",81.9,20.5,4.5,"Japanese,Other",2,0,4,2,5,3,0,1,3,4,6,4
3,2,6,3,2,4,"Late-night,Breakfast,Dinner",45.14,13.1,7.8,Thai,3,1,3,3,5,4,0,3,2,1,5,3
2,1,1,1,3,1,Dinner,104.94,3.9,7.3,"Mexican,Indian",2,0,4,3,2,2,0,1,4,4,6,3
3,1,1,1,2,3,"Lunch,Late-night,Breakfast",56.23,0.0,8.7,"Other,Indian,Thai",2,1,3,3,2,3,0,1,3,4,3,1
4,2,5,3,3,3,Dinner,71.32,9.8,4.7,"Indian,Mediterranean,Japanese",2,1,2,3,3,2,0,1,3,2,8,3
5,1,1,2,3,4,"Dinner,Breakfast,Late-night",19.12,12.4,8.9,"Other,Japanese,Indian",2,1,3,5,2,3,0,2,4,2,2,5
2,1,1,2,2,2,"Dinner,Late-night,Lunch",103.24,13.9,6.4,"Japanese,Other,Indian,Thai",2,0,1,3,3,2,1,1,3,3,4,4
3,3,1,3,3,2,Lunch,39.49,17.6,6.2,"Mexican,Indian",4,0,3,5,4,3,1,4,5,1,9,3
5,1,5,1,3,2,"Late-night,Dinner,Lunch",43.97,3.3,9.9,"Indian,Other,Mexican,Japanese",1,0,3,1,3,5,0,4,4,5,9,4
4,3,1,1,1,2,"Dinner,Lunch,Breakfast",58.57,6.1,7.6,Other,2,0,1,2,4,5,0,4,3,5,8,2
4,1,6,2,4,3,"Late-night,Dinner,Lunch",57.86,14.0,5.0,"Japanese,Thai,Indian",3,0,3,4,4,3,2,2,3,4,4,4
3,1,2,2,5,3,Lunch,53.68,13.0,6.3,"Other,Thai,Indian",1,0,4,5,1,2,0,4,2,3,7,4
3,1,2,2,4,2,"Breakfast,Late-night,Dinner",148.66,8.0,5.8,"Thai,Japanese,Mexican",4,1,3,4,3,5,1,2,3,2,8,3
1,3,1,1,3,2,"Breakfast,Late-night",39.84,15.9,7.1,Indian,2,1,2,3,3,1,0,4,2,4,6,5
4,3,4,3,4,1,"Late-night,Dinner",47.57,11.5,4.7,"Mexican,Japanese",1,0,4,2,3,3,1,2,4,3,7,5
3,3,2,1,4,2,"Late-night,Lunch",73.4,11.7,7.1,"Japanese,Thai,Mediterranean,Mexican",2,1,5,3,3,3,0,1,3,5,8,3
2,4,1,1,4,3,"Late-night,Breakfast",34.21,4.8,9.0,Indian,1,0,3,5,2,3,1,4,4,1,7,5
6,2,4,4,3,4,Lunch,91.44,11.6,5.7,"Mediterranean,Japanese,Other,Indian",1,0,4,2,4,2,0,3,2,3,8,4
5,2,1,1,3,1,"Lunch,Late-night,Breakfast",73.26,7.3,6.1,Mexican,2,0,3,3,4,4,0,1,2,2,6,3
3,1,1,1,2,2,"Dinner,Lunch,Breakfast",30.86,12.3,7.6,"Indian,Other,Japanese",3,0,1,4,3,4,0,2,4,3,2,3
4,1,1,1,2,4,Breakfast,55.76,6.9,3.1,Japanese,2,0,3,4,2,3,2,4,1,4,7,5
4,2,2,1,2,5,Late-night,45.14,10.9,3.5,Other,3,0,2,4,3,3,1,1,4,2,7,3
4,1,1,1,3,4,Dinner,95.71,9.9,5.6,Indian,2,0,3,3,3,2,0,1,3,5,7,3
4,1,4,1,5,5,"Breakfast,Dinner,Late-night",80.22,9.7,5.8,"Mediterranean,Other",3,0,5,5,2,3,0,2,3,1,4,3
3,3,6,3,4,2,"Lunch,Breakfast",70.69,7.7,3.0,"Indian,Other,Thai",1,0,3,3,5,3,1,4,2,5,7,2
3,1,2,1,2,2,"Dinner,Late-night",121.73,9.0,5.1,Indian,2,1,3,2,2,1,0,1,1,1,5,2
3,4,1,1,3,11,"Late-night,Dinner",150.28,9.7,6.2,"Japanese,Indian,Mediterranean",2,0,3,3,5,5,0,1,4,2,8,2
3,2,6,3,4,3,"Breakfast,Dinner,Late-night",34.26,3.2,3.4,"Indian,Mexican,Thai,Other",4,1,3,4,3,2,2,1,3,1,5,5
4,2,6,4,3,2,Breakfast,83.84,17.8,7.5,Mexican,1,0,4,3,3,2,1,2,3,1,8,3
3,1,5,3,3,2,"Breakfast,Dinner,Late-night",80.02,6.4,8.5,Other,1,0,3,2,4,4,0,4,4,2,6,3
4,3,3,3,4,2,"Lunch,Breakfast,Dinner",80.06,10.3,5.3,"Mediterranean,Other,Mexican",4,0,3,5,4,3,2,3,3,3,9,3
4,3,3,2,4,2,Late-night,31.44,12.4,3.1,"Thai,Mexican,Mediterranean,Indian",2,0,5,4,4,3,2,1,4,2,9,4
4,1,1,2,5,2,Lunch,30.5,7.0,7.6,Thai,2,0,5,2,1,2,2,1,4,3,8,5
5,2,1,1,2,3,"Dinner,Lunch,Late-night",99.48,7.0,7.3,"Thai,Japanese",3,0,2,1,4,4,1,1,4,1,10,4
5,1,4,3,4,6,"Dinner,Late-night,Lunch",52.56,10.7,7.2,"Mexican,Japanese",3,0,5,5,4,3,2,2,5,4,5,5
4,2,1,1,2,2,Dinner,39.17,2.3,9.9,Mexican,4,0,1,3,3,3,0,4,3,3,5,2
4,1,2,1,4,2,"Breakfast,Dinner,Lunch",30.25,7.9,7.3,"Mexican,Mediterranean,Thai",2,0,4,5,2,5,0,4,2,5,5,4
3,3,2,3,3,3,Late-night,46.84,3.2,5.0,Mediterranean,2,1,4,3,3,3,0,1,3,1,4,2
4,3,3,4,4,2,"Dinner,Late-night,Lunch",56.25,14.9,7.0,"Mexican,Mediterranean,Thai",3,1,4,3,3,4,1,2,2,3,4,4
4,1,6,3,2,2,"Breakfast,Dinner,Late-night",49.32,13.3,4.6,"Thai,Mediterranean",2,1,3,3,4,3,2,2,4,3,8,4
4,2,1,1,3,2,"Dinner,Breakfast,Lunch",123.1,14.3,6.2,"Thai,Mexican",4,1,4,2,2,4,1,2,3,2,5,3
2,2,2,3,3,4,"Late-night,Lunch",42.78,7.3,7.0,Indian,3,0,3,3,4,2,0,2,2,3,6,2
4,2,2,1,4,1,"Dinner,Lunch",35.71,8.0,8.8,"Other,Japanese",1,0,5,4,4,3,2,4,2,3,10,5
5,1,2,3,4,5,"Lunch,Dinner,Late-night",61.98,17.3,4.2,Mediterranean,3,0,4,3,3,3,2,2,3,1,10,4
5,3,3,3,5,6,Lunch,95.65,8.7,1.6,"Thai,Mediterranean",3,1,4,5,3,4,2,1,3,3,5,5
3,3,3,3,2,2,Lunch,31.48,9.1,6.6,"Mexican,Indian,Japanese",2,1,1,1,3,4,1,3,4,5,5,3
5,3,2,4,2,1,Dinner,88.79,4.3,1.6,Mediterranean,4,0,2,3,2,5,0,4,3,4,4,5
2,1,2,1,3,3,Breakfast,39.48,10.7,8.4,Thai,2,0,3,4,2,2,0,3,2,1,7,2
4,1,6,4,3,1,"Late-night,Breakfast",80.67,12.8,6.9,Mexican,4,0,2,2,4,3,0,1,4,4,6,3
4,2,1,4,2,5,Dinner,107.71,5.2,7.5,"Mexican,Japanese,Mediterranean,Thai",3,0,1,4,3,4,1,1,2,5,5,3
3,1,1,2,4,6,Late-night,84.37,12.7,6.1,"Japanese,Mediterranean,Other",3,1,3,3,2,3,2,1,3,3,10,5
5,4,5,1,1,3,"Late-night,Breakfast",90.62,1.5,1.0,"Other,Mexican,Japanese",3,0,1,2,3,2,0,4,2,2,5,3
3,2,2,4,3,2,"Dinner,Lunch",33.91,7.4,6.5,Japanese,2,0,4,3,3,4,0,4,1,4,8,4
3,3,3,2,4,1,Breakfast,141.31,12.4,4.5,"Mexican,Mediterranean",2,0,5,3,3,4,1,2,4,4,1,4
2,2,2,1,3,3,"Late-night,Breakfast,Dinner",91.15,11.5,9.7,"Japanese,Other,Mediterranean,Thai",3,1,2,3,2,5,2,2,3,5,4,4
3,2,6,4,4,1,"Late-night,Lunch,Dinner",80.94,13.8,4.9,"Mexican,Japanese,Other,Thai",1,0,3,4,4,4,0,3,3,3,4,3
3,2,5,3,3,1,Breakfast,94.09,6.7,2.3,"Thai,Japanese,Mexican,Mediterranean",3,1,3,3,3,3,0,1,5,1,7,2
4,2,1,1,3,4,"Breakfast,Dinner,Late-night",108.92,15.5,7.4,"Japanese,Mexican,Indian,Thai",2,1,3,3,3,3,1,3,1,1,7,5
1,1,1,2,5,2,"Lunch,Dinner",45.45,10.9,5.2,"Thai,Mexican,Indian",2,0,5,3,3,2,2,1,4,1,10,5
4,2,1,1,2,2,Lunch,36.82,10.2,6.5,"Mexican,Other,Japanese,Indian",1,0,2,2,2,2,1,2,3,1,8,5
4,2,1,2,3,1,"Late-night,Lunch",56.23,9.5,5.9,Mediterranean,1,0,2,5,3,1,0,2,4,1,7,3
6,3,6,3,2,3,"Dinner,Lunch,Breakfast",122.65,13.8,4.1,"Japanese,Thai",3,1,2,4,3,4,0,3,3,2,5,3
5,1,3,4,4,3,Breakfast,62.89,8.2,7.9,"Mexican,Indian",1,0,5,3,3,4,0,4,5,1,5,5
5,1,3,4,3,6,Late-night,40.23,18.1,5.7,"Thai,Indian,Other",2,0,4,2,2,3,1,2,2,1,5,4
5,2,2,1,2,2,"Lunch,Breakfast",78.26,10.2,7.9,"Japanese,Other,Mediterranean,Indian",4,1,3,5,4,3,1,4,2,1,6,3
2,1,2,1,2,1,Breakfast,49.06,13.7,7.1,"Mexican,Japanese,Mediterranean,Other",1,0,3,3,3,5,1,1,3,1,3,4
4,2,1,1,4,1,"Dinner,Breakfast",39.51,9.3,4.7,Other,1,1,3,4,2,4,2,4,2,1,9,5
6,4,1,2,2,2,Breakfast,74.45,6.8,1.0,Japanese,1,0,3,4,3,2,1,2,4,3,6,4
5,2,5,2,3,1,Breakfast,33.1,12.8,7.3,"Indian,Mediterranean,Other",2,0,2,5,4,2,0,4,3,3,7,1
4,2,6,1,1,1,"Dinner,Lunch",63.68,5.6,4.2,Indian,3,0,1,3,5,3,1,2,3,1,7,4
5,1,5,3,3,3,"Lunch,Dinner",73.72,9.3,6.8,"Indian,Mediterranean,Japanese",4,0,2,4,3,2,1,3,5,4,8,3
6,2,4,3,4,2,"Breakfast,Dinner,Late-night",25.12,8.9,6.1,"Japanese,Mexican",2,0,4,4,4,2,0,4,4,2,4,3
2,2,1,1,3,1,"Dinner,Late-night,Breakfast",40.59,7.1,4.4,"Thai,Japanese",2,0,2,3,3,2,1,4,3,1,10,4
4,2,1,3,3,8,"Late-night,Breakfast,Lunch",56.12,13.7,7.7,"Other,Thai,Japanese",3,0,4,4,2,2,1,2,4,5,5,4
4,2,1,1,4,3,Breakfast,23.35,11.0,9.0,"Indian,Thai",2,0,4,2,2,2,1,4,3,3,8,5
3,4,4,1,5,1,Late-night,115.24,13.2,5.6,"Mediterranean,Other",2,0,5,4,3,5,1,3,3,3,7,5
3,1,3,2,4,3,"Dinner,Breakfast,Late-night",81.31,17.4,2.4,Other,3,1,3,4,2,3,1,4,5,4,6,5
2,1,5,2,3,2,"Dinner,Breakfast",56.16,2.1,4.6,Other,4,0,3,4,3,1,0,1,3,2,7,3
2,2,6,3,3,4,"Dinner,Breakfast",60.74,8.7,7.2,"Indian,Mediterranean,Japanese,Mexican",1,0,3,1,4,3,1,1,1,1,7,5
5,2,4,3,4,3,Late-night,38.56,19.0,6.6,"Thai,Mexican,Japanese,Indian",3,0,4,4,1,3,1,3,3,1,5,4
2,1,2,3,3,3,"Dinner,Lunch,Late-night",45.93,5.9,3.1,Other,2,1,4,3,3,3,0,2,4,4,5,3
4,2,1,2,3,1,"Breakfast,Dinner,Late-night",49.62,14.0,6.1,"Mediterranean,Japanese",4,0,2,4,1,2,1,1,5,3,9,5
4,2,2,4,5,3,"Late-night,Breakfast,Lunch",38.77,11.4,4.9,"Mexican,Thai,Indian",2,0,5,2,4,5,0,1,3,1,8,3
4,3,1,1,3,4,Dinner,81.53,10.9,3.6,"Indian,Other",2,0,4,3,4,3,0,4,2,4,7,3
5,1,3,1,4,2,"Dinner,Lunch,Late-night",43.55,11.3,5.6,"Mexican,Indian",3,0,3,4,3,2,1,2,4,4,8,4
3,2,3,2,3,2,"Lunch,Late-night,Breakfast",50.67,14.8,3.5,"Mexican,Thai,Mediterranean,Other",2,1,2,3,2,4,0,3,3,2,6,2
3,2,2,1,2,3,"Late-night,Lunch",50.85,10.5,3.7,"Indian,Thai,Other,Japanese",1,0,1,3,3,3,0,2,4,1,4,4
3,2,2,1,3,4,"Breakfast,Dinner,Late-night",52.84,14.5,4.9,"Mediterranean,Mexican,Japanese,Other",2,0,3,3,2,2,0,1,5,1,5,4
3,3,1,1,2,1,Lunch,33.93,6.0,5.6,"Thai,Mediterranean,Other,Mexican",3,0,3,4,5,4,1,1,4,1,4,5
3,3,1,1,2,1,Breakfast,59.8,11.0,5.6,"Mexican,Thai,Other",1,0,1,5,4,4,2,1,3,4,6,3
4,2,1,1,3,3,"Lunch,Late-night,Dinner",67.85,14.1,6.1,"Mexican,Indian,Thai,Other",2,0,3,3,2,2,1,4,5,2,5,2
3,1,1,1,3,2,"Breakfast,Dinner",75.0,14.7,1.9,Mediterranean,1,0,2,4,2,3,0,1,2,5,6,3
3,2,3,2,4,3,"Lunch,Late-night,Dinner",30.52,15.2,9.4,"Other,Indian",1,0,3,4,4,5,0,1,3,3,1,4
6,2,2,2,4,2,Dinner,59.58,6.6,10.3,"Mediterranean,Japanese",2,0,3,4,3,4,2,2,3,4,3,4
4,4,2,3,2,1,"Breakfast,Dinner,Late-night",60.61,3.8,2.4,"Mexican,Other,Indian,Thai",2,1,1,4,3,2,1,4,5,1,10,3
4,1,5,2,3,2,"Lunch,Breakfast,Late-night",48.33,7.5,6.7,"Thai,Indian,Other,Mexican",3,0,2,4,4,2,0,1,3,3,7,3
2,2,2,1,4,2,"Dinner,Late-night,Lunch",62.66,11.0,6.7,"Mexican,Japanese,Other,Indian",1,0,3,3,4,3,1,1,3,2,8,3
3,2,2,3,3,1,"Dinner,Lunch,Late-night",68.08,11.2,8.7,Indian,3,0,4,3,1,2,2,1,4,4,6,5
3,3,3,1,5,2,"Late-night,Lunch",41.28,4.4,6.9,"Mexican,Thai,Other,Japanese",3,1,4,3,4,2,1,4,2,2,8,4
3,3,5,4,2,6,"Late-night,Dinner",103.18,9.8,3.1,"Thai,Mexican",2,0,1,5,4,3,0,1,4,4,7,4
4,3,1,3,4,3,Breakfast,77.58,13.7,6.3,Thai,2,0,4,3,3,2,2,4,3,2,8,3
5,2,1,1,3,1,"Breakfast,Dinner",101.8,7.9,4.4,"Japanese,Indian,Mexican,Other",1,0,4,3,2,4,0,4,2,3,6,3
2,2,1,1,2,1,"Late-night,Breakfast,Dinner",34.68,17.1,5.8,"Other,Mexican,Indian",1,0,1,5,4,2,0,2,2,2,6,3
3,2,4,3,2,6,"Dinner,Lunch,Late-night",22.81,4.1,5.1,"Japanese,Mexican,Other,Thai",3,0,2,3,2,4,2,1,4,3,6,5
2,3,1,1,4,2,"Lunch,Breakfast,Late-night",86.24,11.5,7.0,"Mexican,Other,Indian,Thai",3,0,5,4,4,1,2,4,2,4,7,4
3,3,1,1,2,3,"Breakfast,Late-night,Lunch",77.47,11.8,5.8,Other,3,0,1,3,1,3,0,4,2,3,7,3
4,2,1,1,5,5,Late-night,92.71,0.3,7.7,"Indian,Mexican",3,1,5,4,4,3,2,1,3,5,4,5
5,2,4,1,4,5,Lunch,121.88,6.7,8.2,"Indian,Mediterranean",3,0,5,3,2,2,2,2,4,1,9,4
2,2,6,2,3,4,Lunch,30.66,12.1,4.9,Mediterranean,2,0,3,3,5,2,0,1,4,2,6,2
4,1,5,2,5,2,Breakfast,40.57,14.7,2.9,Japanese,2,0,4,4,3,2,2,2,4,3,8,5
4,1,1,1,4,3,"Breakfast,Late-night",75.82,6.3,8.4,Thai,1,0,5,2,3,3,2,3,3,4,6,4
3,2,1,1,4,20,"Late-night,Lunch,Breakfast",313.12,100.0,17.4,"Indian,Mediterranean,Japanese",3,0,5,4,5,4,0,1,4,4,8,4
5,3,1,3,5,2,"Dinner,Breakfast",80.4,7.7,4.4,Indian,4,1,5,5,3,4,2,4,5,5,2,4
3,1,1,2,3,3,"Breakfast,Lunch",53.7,7.6,5.4,"Thai,Other",1,0,4,2,1,3,0,3,4,4,5,3
4,3,6,3,2,1,"Lunch,Dinner,Late-night",88.64,7.4,8.1,"Japanese,Mediterranean",2,0,3,2,4,1,1,2,4,2,5,4
4,2,6,4,4,1,"Late-night,Breakfast",89.52,12.9,3.5,"Other,Mexican,Thai,Indian",3,0,4,4,4,2,2,4,5,3,7,3
4,1,1,2,3,2,Late-night,90.49,18.4,8.7,"Thai,Other,Japanese",3,0,3,2,1,2,0,4,4,2,8,3
3,4,1,1,2,1,"Breakfast,Lunch",124.08,9.6,5.4,"Indian,Other,Thai,Mediterranean",2,0,1,2,3,3,0,4,4,4,7,3
5,2,2,2,3,3,"Breakfast,Late-night,Lunch",16.18,13.8,6.8,Mediterranean,3,0,4,2,3,3,0,1,3,1,4,3
2,1,2,3,4,1,"Late-night,Dinner",56.06,10.0,3.9,Mediterranean,2,0,3,3,4,3,2,3,3,1,10,4
3,3,4,1,3,1,"Lunch,Dinner,Late-night",50.16,7.0,7.7,Thai,4,0,4,4,4,5,0,3,2,1,2,3
2,1,1,1,2,13,"Breakfast,Dinner,Late-night",36.14,13.4,7.2,"Indian,Thai,Japanese,Other",4,0,3,5,1,1,1,1,4,1,8,3
3,1,1,1,3,3,"Late-night,Dinner",47.85,10.9,5.0,"Thai,Mediterranean",1,0,4,4,3,3,0,3,4,4,8,2
4,2,1,1,2,4,"Dinner,Breakfast,Late-night",120.89,7.8,4.0,"Japanese,Mediterranean,Thai",2,1,2,4,4,3,0,3,3,1,4,5
3,2,1,1,4,1,"Lunch,Dinner,Late-night",45.37,10.2,4.7,Mexican,3,0,3,3,3,4,2,4,4,1,5,5
4,3,1,4,5,3,"Breakfast,Late-night,Dinner",64.15,9.9,6.8,"Japanese,Mexican",2,0,5,1,3,4,1,3,5,1,7,3
2,2,4,2,4,5,Breakfast,39.68,16.0,8.5,Mediterranean,1,0,3,4,3,2,2,2,2,1,9,2
3,2,5,1,3,4,"Lunch,Breakfast",45.75,12.4,3.5,"Mediterranean,Thai",2,1,4,4,4,4,0,3,3,4,10,2
6,1,1,4,2,5,"Lunch,Late-night",55.39,13.3,1.4,Mexican,1,0,3,2,4,4,0,1,4,1,2,3
6,1,5,4,5,5,"Lunch,Late-night,Breakfast",48.89,13.5,7.5,"Thai,Mediterranean,Other,Japanese",3,0,4,3,3,4,0,4,1,3,4,4
5,4,1,1,2,1,Lunch,73.92,8.9,5.0,Japanese,2,0,2,4,1,3,0,2,3,4,7,3
4,1,1,1,2,3,"Late-night,Dinner",53.59,8.9,5.9,"Mediterranean,Mexican,Indian",2,1,1,2,3,4,2,3,3,5,6,5
2,3,1,3,2,2,"Late-night,Breakfast",22.76,9.9,4.7,"Japanese,Indian,Other,Mexican",2,0,2,4,3,3,2,1,3,4,7,5
2,1,6,2,3,1,"Lunch,Dinner",60.53,0.1,6.7,"Mediterranean,Other",2,0,3,2,5,2,0,4,4,4,6,1
3,1,1,4,3,1,Late-night,32.71,18.0,6.7,Thai,1,0,3,3,2,3,0,2,4,3,6,3
2,2,5,2,4,5,"Late-night,Dinner",105.54,9.6,4.3,"Mediterranean,Mexican,Indian",2,0,3,2,4,2,2,1,3,2,6,4
3,3,3,1,5,4,"Dinner,Late-night,Lunch",47.17,8.0,7.6,Mediterranean,3,0,4,4,4,2,2,4,4,3,6,4
6,3,5,3,3,5,"Dinner,Late-night,Breakfast",37.91,11.5,8.2,"Other,Thai,Indian",2,1,3,4,3,4,2,2,4,2,6,4
6,1,6,4,3,4,"Dinner,Breakfast",48.84,1.5,6.4,Mexican,4,0,4,4,5,4,0,1,4,4,6,3
6,3,2,2,4,2,Lunch,59.12,8.7,6.4,"Thai,Mediterranean,Other",2,0,4,3,3,2,0,3,4,1,7,3
2,3,6,4,3,2,"Lunch,Breakfast",82.71,10.5,6.7,"Mexican,Thai,Other,Mediterranean",1,1,2,4,3,3,0,1,2,3,7,3
3,2,1,3,4,2,Breakfast,76.85,14.6,5.5,"Mexican,Indian,Japanese",3,0,5,4,3,3,1,1,3,2,8,3
3,2,2,2,4,7,Lunch,93.14,7.4,6.3,Indian,2,0,3,5,3,5,2,1,4,1,5,5
2,1,1,2,5,4,Dinner,33.84,16.0,4.6,"Japanese,Indian",2,0,5,4,5,2,1,4,3,3,10,3
3,4,6,3,3,5,Lunch,67.68,9.1,5.5,Thai,1,1,3,3,3,3,0,2,3,2,3,2
2,3,5,2,2,2,Lunch,34.82,12.9,4.6,Other,4,0,2,4,2,2,2,2,4,1,8,4
5,3,1,1,5,6,"Breakfast,Dinner",164.1,12.9,3.3,"Indian,Thai,Japanese",2,0,5,4,4,3,2,4,2,1,6,5
3,2,1,1,3,6,"Lunch,Breakfast",24.0,5.4,5.8,Japanese,2,0,2,2,1,5,1,4,3,1,5,4
4,3,2,1,4,2,Dinner,36.89,7.1,5.0,"Mexican,Thai,Mediterranean",2,0,3,4,3,2,0,2,4,1,6,3
3,4,1,3,4,2,Dinner,65.71,14.8,7.6,"Mexican,Thai",3,0,3,5,2,3,2,2,5,2,5,5
5,2,2,3,4,4,"Dinner,Lunch",52.32,2.0,4.6,"Mediterranean,Thai,Indian",3,1,3,4,3,3,2,1,5,4,3,5
2,4,5,3,4,14,Dinner,25.8,22.1,2.4,"Indian,Other,Mediterranean,Mexican",4,0,3,3,4,3,2,1,4,4,8,5
3,1,6,3,3,5,Late-night,45.08,7.0,3.8,"Thai,Other,Indian",2,1,2,4,3,2,1,4,3,4,7,4
1,3,2,4,3,2,"Dinner,Breakfast,Late-night",42.3,7.5,4.4,"Indian,Mexican,Mediterranean,Other",3,0,3,3,1,2,2,1,2,5,7,4
4,2,6,2,4,3,Dinner,54.08,17.0,5.3,"Other,Mexican,Indian,Japanese",2,0,5,1,3,3,2,1,2,2,10,2
3,1,2,3,3,2,Dinner,75.55,7.7,4.6,"Other,Mexican,Thai",2,1,3,3,4,2,2,2,1,5,9,3
3,3,2,2,3,4,"Lunch,Dinner",51.06,2.2,5.5,"Thai,Mexican",2,0,3,3,3,3,0,4,3,2,5,4
3,2,1,1,4,6,"Dinner,Late-night,Lunch",163.96,5.5,6.9,"Japanese,Other",1,0,3,3,5,3,2,1,2,4,8,5
3,2,1,1,3,2,Breakfast,46.46,13.4,7.8,"Japanese,Mexican,Mediterranean,Thai",4,0,2,4,2,4,0,2,4,4,7,3
4,3,5,1,3,2,"Late-night,Breakfast",65.11,7.2,2.2,"Indian,Other,Mexican",1,0,2,4,4,3,1,1,2,4,7,4
5,2,2,1,3,3,"Lunch,Dinner,Breakfast",116.28,7.8,3.8,"Mediterranean,Japanese,Indian",1,1,2,3,3,3,1,2,3,1,6,4
4,2,2,2,3,2,"Late-night,Dinner,Lunch",105.73,14.4,5.5,Japanese,2,0,4,2,3,2,1,1,3,2,7,4
3,2,1,1,3,1,"Late-night,Dinner",57.06,9.0,6.1,Mediterranean,3,0,4,3,1,3,1,2,3,2,8,3
4,3,1,1,2,2,"Lunch,Late-night,Breakfast",90.51,4.3,5.2,"Mexican,Other",2,1,1,2,5,1,0,2,3,1,5,3
